"","Name","clinic_names","postalcode","longitude","latitude","address"
"228","kml_228","Cornerstone Medical Bidadari","341106","103.871259715426","1.33413900018418","BIDADARI PARK DRIVE, 341106"
"229","kml_229","Corporation Clinic (Choa Chu Kang)","680253","103.744393648371","1.37736607411235","Choa Chu Kang Ave 1, 680253"
"230","kml_230","Crossroads Family Clinic","522601","103.937510784032","1.36088277451527","TAMPINES AVENUE 9, 522601"
"231","kml_231","DA CLINIC @ POTONG PASIR","347697","103.868214025397","1.33149708060439","UPPER SERANGOON ROAD, 347697"
"232","kml_232","DA Clinic @ Anson","079903","103.84592379296","1.27588674304532","ANSON ROAD, 079903"
"233","kml_233","DA clinic @ Anchorvale","540351","103.886617624917","1.39332786576656","ANCHORVALE ROAD, 540351"
"234","kml_234","DA clinic @ Bukit Batok","650451","103.743948447105","1.35303824914482","BUKIT BATOK WEST AVENUE 6, 650451"
"235","kml_235","DA clinic @ Sembawang","758459","103.824845207379","1.44182470635163","SEMBAWANG ROAD, 758459"
"236","kml_236","DA clinic @ Taman Jurong","610410","103.581751807954","1.01626425482099","Corporation Drive, 610410"
"237","kml_237","DAILY MEDICAL CENTRE","530159","103.879517231861","1.35144832553092","HOUGANG STREET 11, 530159"
"238","kml_238","DAVITA MEDICAL & DIALYSIS CENTRE (JURONG EAST)","608526","103.744574632224","1.33015172116219","VENTURE DRIVE, 608526"
"239","kml_239","DAYSPRING MEDICAL CLINIC (TAMPINES)","529509","103.943812302435","1.35236829560034","TAMPINES CENTRAL 5, 529509"
"240","kml_240","DOCTORS FOR LIFE MEDICAL","048660","103.847429981968","1.28428813152396","PICKERING STREET, 048660"
"241","kml_241","DOCTORS INC MEDICAL GROUP","310178","103.849264521174","1.33358025833851","TOA PAYOH CENTRAL, 310178"
"242","kml_242","DOCTORS KOO, LOH & ASSOCIATES (PTE) LTD","610152","103.720708632127","1.32707670705423","YUNG HO RD, 610152"
"243","kml_243","DOVER MEDICAL CENTRE","138632","103.787581248398","1.29915016462316","FUSIONOPOLIS WAY, 138632"
"244","kml_244","DR CHUA'S FAMILY CLINIC PTE. LTD.","640638","103.697174842354","1.34169239237791","JURONG WEST STREET 61, 640638"
"245","kml_245","DR JOYCE & PARTNERS FAMILY CLINIC","821224","103.892811293348","1.40195621611022","SUMANG LANE, 821224"
"246","kml_246","DR LIM LEAN HUAT & ASSOCIATES PTE LTD","329565","103.843252763122","1.32047597480701","IRRAWADDY ROAD, 329565"
"247","kml_247","DR SOH FAMILY CLINIC","640966","103.692916978325","1.34170245992124","JURONG WEST STREET 93, 640966"
"248","kml_248","DRS CHUA & PARTNERS PTE LTD","082001","103.842433596845","1.27568702794453","TANJONG PAGAR PLAZA, 082001"
"249","kml_249","DRS KOO, KOH & ASSOCIATES P.L.","150163","103.817072709118","1.2836613928251","BUKIT MERAH CENTRAL, 150163"
"250","kml_250","DRS LIM & CHAN CLINIC","531002","103.875680063619","1.35060795579762","LOR LEW LIAN, 531002"
"251","kml_251","DRS LIM & CHAN CLINIC","530106","103.890680792157","1.35370297114613","HOUGANG AVE 1, 530106"
"252","kml_252","DRS OH, LIM, WONG & PARTNERS","640959","103.690721731343","1.34148123560942","JURONG WEST ST 92, 640959"
"253","kml_253","DRS SINGH & PARTNERS, RAFFLES CITY MEDICAL CENTRE","179103","103.8527683243","1.29376028146733","NORTH BRIDGE RD, 179103"
"254","kml_254","DRS TANG & PARTNERS PTE. LTD.","610064","103.722451247982","1.33237347600046","YUNG KUANG ROAD, 610064"
"255","kml_255","DTAP @ Robertson","237995","103.841475100183","1.29189934215369","UNITY STREET, 237995"
"256","kml_256","DTAP @ SIGLAP","459108","103.92444984956","1.31205928217535","EAST COAST ROAD, 459108"
"257","kml_257","DTAP @ Somerset","239693","103.837359153263","1.30139878843175","GRANGE ROAD, 239693"
"258","kml_258","DUXTON MEDICAL CLINIC CANBERRA","750361","103.813936814037","1.44631506786133","SEMBAWANG CRESCENT, 750361"
"259","kml_259","DaVita Medical & Dialysis Centre (Farrer Park)","217562","103.853929522028","1.31247324146379","FARRER PARK STATION ROAD, 217562"
"260","kml_260","DaVita Medical & Dialysis Centre (Novena)","329565","103.843252763122","1.32047597480701","IRRAWADDY ROAD, 329565"
"261","kml_261","Dawson Medical Clinic","141085","103.809758591462","1.29531966312279","DAWSON ROAD, 141085"
"262","kml_262","Doctors Clinic & Surgery","730305","103.774102413755","1.43036145793777","Woodlands Street 31, 730305"
"263","kml_263","Dover Clinic and Surgery Pte Ltd","130028","103.781779696786","1.30446092684555","DOVER CRESCENT, 130028"
"264","kml_264","Dr Chen and Partners Medical Clinic","575630","103.835564729732","1.35319495294524","SIN MING ROAD, 575630"
"265","kml_265","Dr Chua & Lee Family Clinic","570213","103.848152968836","1.35717822107249","BISHAN STREET 23, 570213"
"266","kml_266","Dr Gary's Family Clinic","160077","103.826764453903","1.29113483647707","INDUS ROAD, 160077"
"267","kml_267","Dr Jeremy Chan Medical Clinic","310123","103.845703844549","1.33864901778038","LORONG 1 TOA PAYOH, 310123"
"268","kml_268","Dr Joyce & Partners Family Clinic (Toa Payoh Branch)","310177","103.848854818027","1.33390034089973","TOA PAYOH CENTRAL, 310177"
"269","kml_269","Dr Nah & Lee Family Clinic","730780","103.801057143564","1.4483415501858","WOODLANDS CRESCENT, 730780"
"270","kml_270","Dr Stanley Peck Family Clinic","650636","103.751825709259","1.34963274148521","BUKIT BATOK CENTRAL, 650636"
"271","kml_271","Dr Steven Ang Aesthetic & Family Clinic","154075","103.815711568942","1.28846476848129","Redhill Road, 154075"
"272","kml_272","Dr W.K. Koo & Associates P.L.","648886","103.706685012636","1.33945271688955","JURONG WEST CENTRAL 2, 648886"
"273","kml_273","Dr.W Family Clinic","260008","103.805373812286","1.31641190070436","EMPRESS ROAD, 260008"
"274","kml_274","Drs Chan & Tang Family Clinic","310125","103.845737117486","1.33833133425818","LORONG 1 TOA PAYOH, 310125"
"275","kml_275","Drs Koo, Fok & Associates Pte Ltd","629907","103.678410551478","1.32561764091444","BENOI ROAD, 629907"
"276","kml_276","Drs Koo, Fok & Associates( Pioneer )","648310","103.697321608176","1.3375870106289","JURONG WEST STREET 63, 648310"
"277","kml_277","Duxton Medical Clinic","081007","103.84311774345","1.27712012192209","TANJONG PAGAR PLAZA, 081007"
"278","kml_278","E MEDICAL CLINIC & SURGERY","310126","103.845130852041","1.33781465664298","LORONG 1 TOA PAYOH, 310126"
"279","kml_279","E. L. CHIN FAMILY CLINIC & SURGERY PTE. LTD.","120432","103.762740587674","1.31402057647513","CLEMENTI AVE 3, 120432"
"280","kml_280","E.J. TAN CLINIC & SURGERY","600104","103.737623303578","1.33658465341547","JURONG EAST STREET 13, 600104"
"281","kml_281","EAST COAST FAMILY CLINIC","437932","103.894446070261","1.29769266267746","MEYER ROAD, 437932"
"282","kml_282","EAST COAST MEDICAL CENTRE PTE LTD","462057","103.941288714677","1.32371678656959","NEW UPPER CHANGI RD, 462057"
"283","kml_283","EASTERN CLINIC & SURGERY PTE LTD","600235","103.742159955431","1.33997597903837","JURONG EAST STREET 21, 600235"
"284","kml_284","EASTERN CLINIC & SURGERY PTE LTD","600318","103.73056069188","1.34750822879295","JURONG EAST STREET 31, 600318"
"285","kml_285","EASTERN CLINIC AND DENTAL SURGERY","600303","103.735622181592","1.34485611221062","JURONG EAST ST 32, 600303"
"286","kml_286","EASTERN MEDICAL CENTRE","470631","103.914941831149","1.33295923548327","BEDOK RESERVOIR RD, 470631"
"287","kml_287","EC Family Clinic","409423","103.903047958629","1.31976065842876","EUNOS CRESCENT, 409423"
"288","kml_288","EDGEDALE MEDICAL CLINIC","821122","103.90910656253","1.39350981246858","EDGEDALE PLAINS, 821122"
"289","kml_289","EE CLINIC","560128","103.843546990564","1.3708320282205","ANG MO KIO AVE 3, 560128"
"290","kml_290","EH MEDICAL FAMILY CLINIC (BUKIT BATOK)","650292","103.755375174448","1.34449810534059","BUKIT BATOK EAST AVENUE 6, 650292"
"291","kml_291","EH Medical","735785","103.805487571931","1.44680413878616","WOODLANDS RISE, 735785"
"292","kml_292","EHA CLINIC @ Jurong","640492","103.725180466271","1.34994543580238","JURONG WEST STREET 41, 640492"
"293","kml_293","EJ FAMILY CLINIC & SURGERY","310109","103.846202461177","1.34123727109327","TOA PAYOH LOR 1, 310109"
"294","kml_294","EL SHADDAI ARTHRITIS + RHEUMATISM SPECIALIST MEDICAL CENTRE","322102","103.862002015014","1.32058609482407","TOWNER ROAD, 322102"
"295","kml_295","ELIAS FAMILY CLINIC & SURGERY","510625","103.941978174961","1.37860239755804","ELIAS RD, 510625"
"296","kml_296","EMMANUEL MEDICAL CLINIC","520272","103.95028148718","1.34915941815592","TAMPINES ST 22, 520272"
"297","kml_297","EON MEDICAL CLINIC","530475","103.900675272909","1.37571547934496","UPPER SERANGOON CRESCENT, 530475"
"298","kml_298","ESSENTIAL FAMILY CLINIC & SURGERY","731626","103.800131263153","1.43409799393499","WOODLANDS DR 52, 731626"
"299","kml_299","ESTEEMED MEDICAL CLINIC","560260","103.834501165254","1.36891592440303","ANG MO KIO STREET 21, 560260"
"300","kml_300","ESTHER YEO CLINIC","600256","103.738263366894","1.34416527281328","JURONG EAST ST 24, 600256"
"301","kml_301","ETERN MEDICAL CLINIC (PUNGGOL SUMANG LRT)","823308","103.899074358389","1.40800694968972","PUNGGOL WALK, 823308"
"302","kml_302","EVANGEL MEDICAL CLINIC","467010","103.924803599547","1.32727572409468","CHAI CHEE RD, 467010"
"303","kml_303","EVERCARE MEDICAL CLINIC","680253","103.744393648371","1.37736607411235","CHOA CHU KANG AVE 1, 680253"
"304","kml_304","EVERCARE MEDICAL CLINIC (475) PTE LTD","680475","103.739015486131","1.37789727696934","CHOA CHU KANG AVE 3, 680475"
"305","kml_305","EVERHEALTH FAMILY CLINIC & SURGERY","640762","103.697732090659","1.34874357156987","JURONG WEST ST 75, 640762"
"306","kml_306","FAMILY HEALTHCARE CLINIC & SURGERY PTE LTD","530523","103.890706990241","1.37372091211225","HOUGANG AVE 6, 530523"
"307","kml_307","FAMILY LIFE CLINIC","120727","103.763817745262","1.3046248764802","CLEMENTI WEST ST 2, 120727"
"308","kml_308","FAMILY MEDICAL CLINIC PTE LTD","650280","103.757044584459","1.3477014777938","BT BATOK EAST AVE 3, 650280"
"309","kml_309","FAMILY MEDICARE CLINIC & SURGERY","560721","103.847899479496","1.37234984800157","ANG MO KIO AVE 8, 560721"
"310","kml_310","FAMILY MEDICINE CLINIC","440058","103.914026029639","1.30611781278668","MARINE TERRACE, 440058"
"311","kml_311","FAMILYCARE CLINIC & SURGERY","313085","103.847479439025","1.33628570923804","TOA PAYOH LOR 4, 313085"
"312","kml_312","FEMA CLINIC & SURGERY","307506","103.844160709873","1.3207051098625","SINARAN DRIVE, 307506"
"313","kml_313","FINEST HEALTH MEDICAL CENTRE","310019","103.856504185567","1.33528228586453","LORONG 7 TOA PAYOH, 310019"
"314","kml_314","FIRST CARE FAMILY CLINIC & SURGERY","600253","103.736785753592","1.34318835753237","JURONG EAST ST 24, 600253"
"315","kml_315","FIRST MEDICAL CENTRE PTE LTD","140169","103.803105949038","1.29043486494243","STIRLING ROAD, 140169"
"316","kml_316","FIRST MEDICAL CLINIC & SURGERY","730167","103.775884057974","1.43359370625977","WOODLANDS ST 11, 730167"
"317","kml_317","FIRSTHEALTH CLINIC & SURGERY","160126","103.829470015099","1.28253466924079","KIM TIAN ROAD, 160126"
"318","kml_318","FOCUS MEDICAL CENTRE","680137","103.752483840899","1.38004753002611","TECK WHYE LANE, 680137"
"319","kml_319","FONG CLINIC","140162","103.802856952292","1.2922546717017","MEI LING ST, 140162"
"320","kml_320","FOO CLINIC","640962","103.69148311528","1.34201784065971","JURONG WEST ST 91, 640962"
"321","kml_321","FRASER MEDICAL CENTRE","101078","103.808980553653","1.27338751529297","TELOK BLANGAH ST 32, 101078"
"322","kml_322","FRIENDSHIP CLINIC & SURGERY","150001","103.808242400061","1.28645354013154","JALAN BUKIT MERAH, 150001"
"323","kml_323","FRONTIER MEDICAL ASSOCIATES","530982","103.879309094037","1.38085035421403","BUANGKOK CRESCENT, 530982"
"324","kml_324","FRONTIER MEDICAL ASSOCIATES","560163","103.838176471518","1.37354853932334","ANG MO KIO AVE 4, 560163"
"325","kml_325","FRONTIER MEDICAL ASSOCIATES","400304","103.901228610039","1.32955256814021","UBI AVENUE 1, 400304"
"326","kml_326","FRONTIER MEDICAL ASSOCIATES","732899","103.795261266782","1.43656985620916","WOODLANDS DR 50, 732899"
"327","kml_327","FRONTIER MEDICAL ASSOCIATES","760654","103.840410312781","1.42305346406148","YISHUN AVE 4, 760654"
"328","kml_328","FRONTIER MEDICAL ASSOCIATES","750105","103.8324062093","1.44885888645002","CANBERRA STREET, 750105"
"329","kml_329","FRONTIER MEDICAL ASSOCIATES","650440","103.739303105448","1.35572308150266","BUKIT BATOK WEST AVENUE 8, 650440"
"330","kml_330","FRONTIER MEDICAL ASSOCIATES","650451","103.743948447105","1.35303824914482","BUKIT BATOK WEST AVE 6, 650451"
"331","kml_331","FRONTIER MEDICAL ASSOCIATES","730691","103.806198056521","1.44062992413871","WOODLANDS DRIVE 73, 730691"
"332","kml_332","FULLERTON HEALTH @ DRS TRYTHALL HOY DAVIES","238874","103.834676124776","1.30242417185937","ORCHARD ROAD, 238874"
"333","kml_333","FULLERTON HEALTHCARE @ ARC","119963","103.801264139133","1.27398640019417","ALEXANDRA ROAD, 119963"
"334","kml_334","FUSION MEDICAL HEALTH SCREENING & AESTHETIC","238880","103.830642027915","1.30467628686208","ORCHARD ROAD, 238880"
"335","kml_335","Faith Clinic (Jurong West)","640762","103.697732090659","1.34874357156987","JURONG WEST ST 75, 640762"
"336","kml_336","Famicare Bedok Clinic Pte Ltd","460158","103.945086743402","1.31873582672514","Bedok South Avenue 3, 460158"
"337","kml_337","Family Doctors at 365","610365","103.720184719407","1.33772592748385","CORPORATION DRIVE, 610365"
"338","kml_338","Family Medicine Clinic Chinatown","059413","103.844697080902","1.28499882861736","NEW BRIDGE ROAD, 059413"
"339","kml_339","Fernvale Family Clinic","793405","103.873437403062","1.38919466650292","FERNVALE LANE, 793405"
"340","kml_340","First Light Family Clinic & Surgery","650272","103.757864718234","1.34879030670709","Bukit Batok East Avenue 4, 650272"
"341","kml_341","Foo And Ong Family Clinic Pte. Ltd.","650151","103.744211484368","1.34874703498808","BUKIT BATOK ST 11, 650151"
"342","kml_342","Frontier Family Medicine Clinic","129581","103.76514748726","1.3142704390532","COMMONWEALTH AVENUE WEST, 129581"
"343","kml_343","Frontier Medical Associates","644678","103.703395356357","1.34486489516062","JURONG WEST STREET 64, 644678"
"344","kml_344","Frontier People's Clinic","460123","103.937343348132","1.32919868633173","BEDOK NORTH STREET 2, 460123"
"345","kml_345","Fullerton Health @ NTU","639801","103.682668844091","1.34536991705032","NANYANG AVENUE, 639801"
"346","kml_346","Fullerton Health @ OFC","049315","103.851909612057","1.28320475137081","COLLYER QUAY, 049315"
"347","kml_347","Fullerton Health @ Watsons (Changi City Point)","486038","103.962946072076","1.33408360486513","CHANGI BUSINESS PARK CENTRAL 1, 486038"
"348","kml_348","Fullerton Healthcare @ Drs Trythall Hoy Davies","648886","103.706685012636","1.33945271688955","JURONG WEST CENTRAL 2, 648886"
"349","kml_349","Fullerton Healthcare @ Gethin-Jones","079120","103.84529056569","1.2732000622671","SHENTON WAY, 079120"
"350","kml_350","Fullerton Healthcare @ MBFC","018981","103.85374955327","1.27946938564498","MARINA BOULEVARD, 018981"
"351","kml_351","Fullerton Healthcare @ Metropolis","138588","103.791237458059","1.30624556797731","NORTH BUONA VISTA DRIVE, 138588"
"352","kml_352","Fullerton Healthcare Screening Centre","238874","103.834676124776","1.30242417185937","ORCHARD ROAD, 238874"
"353","kml_353","Fusion Medical & Health Screening Centre","138542","103.789607732973","1.29925468196734","FUSIONOPOLIS LINK, 138542"
"354","kml_354","G & H MEDICAL CLINIC PTE LTD","760106","103.827452004281","1.43147861410692","YISHUN RING ROAD, 760106"
"355","kml_355","G S CLINIC & SURGERY","560632","103.841432372506","1.37992681961038","ANG MO KIO AVE 4, 560632"
"356","kml_356","G.I.F.T MEDICAL CENTRE","367874","103.878829907545","1.33317933421739","UPPER ALJUNIED RD, 367874"
"357","kml_357","GARDEN CLINIC","550304","103.867773013652","1.35381345318208","SERANGOON AVE 2, 550304"
"358","kml_358","GEYLANG BAHRU CLINIC","380016","103.871651573599","1.31543175845042","UPPER BOON KENG RD, 380016"
"359","kml_359","GLOBAL CARE MEDICAL","769687","103.825776599298","1.44381831615093","JALAN MALU-MALU, 769687"
"360","kml_360","GOH CLINIC & SURGERY","530204","103.884988426823","1.3588191151875","HOUGANG ST 21, 530204"
"361","kml_361","HUA MEI CLINIC, WHAMPOA","327737","103.857201210738","1.32486749271072","WHAMPOA DRIVE, 327737"
"362","kml_362","HUAN CLINIC","160051","103.842029779252","1.2874030082089","CHIN SWEE ROAD, 160051"
"363","kml_363","HUI CLINIC + SURGERY","560157","103.839395071325","1.37530562129984","ANG MO KIO AVE 4, 560157"
"364","kml_364","HWANG & LIANG FAMILY CLINIC & SURGERY","520476","103.95335936462","1.36092283905723","TAMPINES ST 44, 520476"
"365","kml_365","Hamid Family Clinic & Surgery","510156","103.962895349626","1.36408364491692","Pasir Ris St 13, 510156"
"366","kml_366","Health First Family Clinic","161026","103.825595753279","1.28263437658533","JALAN MEMBINA, 161026"
"367","kml_367","HealthMatters - The Family Practice","519599","103.955444757708","1.37912717895311","Pasir Ris Close,, 519599"
"368","kml_368","HealthMed Family Clinic (Bukit Panjang)","670416","103.768454110363","1.38319686720506","Saujana Road, 670416"
"369","kml_369","Healthcare AMK Medical Clinic","560157","103.839395071325","1.37530562129984","ANG MO KIO AVENUE 4, 560157"
"370","kml_370","Healthcare Hougang Medical Clinic","530311","103.894853675365","1.36566733051337","HOUGANG AVENUE 5, 530311"
"371","kml_371","Healthlife Family Clinic","651296","103.746409176593","1.34409358188013","BUKIT BATOK STREET 22, 651296"
"372","kml_372","Healthmark Family Clinic (Compassvale)","540263","103.896042267939","1.39484816497783","Compassvale Street, 540263"
"373","kml_373","Healthmark Family Medicine Clinic","680601","103.744921736282","1.39693363037626","Choa Chu Kang St 62, 680601"
"374","kml_374","Healthmark Medical Clinic","820639","103.916054652799","1.39944615058909","Punggol Drive, 820639"
"375","kml_375","Healthmark Pioneer Mall Clinic","640638","103.697174842354","1.34169239237791","Jurong West Street 61, 640638"
"376","kml_376","Healthpath Medical Clinic and Surgery","560338","103.848986957423","1.3638957019431","ANG MO KIO AVENUE 1, 560338"
"377","kml_377","Healthsprings Medical & Laser Clinic","341105","103.870430572629","1.33400699198631","BIDADARI PARK DRIVE, 341105"
"378","kml_378","Healthsprings Medical Clinic","671524","103.766228468168","1.38540569301034","JELAPANG ROAD, 671524"
"379","kml_379","Healthway Medical","460218","103.934249434387","1.32749295502142","BEDOK NORTH ST 1, 460218"
"380","kml_380","Healthway Medical","538766","103.893775562591","1.37249493836098","Hougang Avenue 10, 538766"
"381","kml_381","Healthway Medical","640690","103.706710011276","1.34118688532867","JURONG WEST CENTRAL 1, 640690"
"382","kml_382","Healthway Medical","820168","103.913047323352","1.39423719749383","Punggol Field, 820168"
"383","kml_383","Healthway Medical","520503","103.945102946946","1.35580335647499","Tampines Central 1, 520503"
"384","kml_384","Healthway Medical","310177","103.848854818027","1.33390034089973","Toa Payoh Central, 310177"
"385","kml_385","Healthway Medical","530108","103.890093177136","1.3527739328609","HOUGANG AVE 1, 530108"
"386","kml_386","Healthway Medical","068815","103.849007895658","1.27796672374231","SHENTON WAY, 068815"
"387","kml_387","Healthway Medical","540118","103.901841043722","1.38533736141014","RIVERVALE DRIVE, 540118"
"388","kml_388","FAMILY HEALTHCARE CLINIC & SURGERY","550151","103.873778334173","1.36934534973621","SERANGOON NORTH AVE 2, 550151"
"389","kml_389","Healthway Medical","730888","103.79531438351","1.43712301469225","WOODLANDS DR 50, 730888"
"390","kml_390","Healthway Medical","524201","103.953586491461","1.35226231434834","TAMPINES STREET 21, 524201"
"391","kml_391","Healthway Medical","760101","103.827667722133","1.43053575388582","YISHUN AVENUE 5, 760101"
"392","kml_392","Healthway Medical","650446","103.739084635311","1.35017085094578","BUKIT BATOK WEST AVENUE 8, 650446"
"393","kml_393","Healthway Medical","328127","103.859085390214","1.31799485295601","SERANGOON ROAD, 328127"
"394","kml_394","Healthway Medical","760461","103.849972823964","1.42841471934027","YISHUN AVENUE 6, 760461"
"395","kml_395","Healthway Medical","540267","103.89704655689","1.38374441791265","Compassvale Link, 540267"
"396","kml_396","Healthway Medical","307506","103.844160709873","1.3207051098625","SINARAN DRIVE, 307506"
"397","kml_397","Healthway Medical","120727","103.763817745262","1.3046248764802","Clementi West  Street 2, 120727"
"398","kml_398","Healthway Medical","540308","103.886426650155","1.38955848478423","ANCHORVALE ROAD, 540308"
"399","kml_399","Healthway Medical","640960","103.691459639169","1.34138531152671","JURONG WEST ST 92, 640960"
"400","kml_400","Healthway Medical","680475","103.739015486131","1.37789727696934","CHOA CHU KANG AVE 3, 680475"
"401","kml_401","Healthway Medical","560721","103.847899479496","1.37234984800157","Ang Mo Kio Ave 8, 560721"
"402","kml_402","Healthway Medical","670445","103.77076830515","1.38358044593591","FAJAR ROAD, 670445"
"403","kml_403","Healthway Medical","520710","103.937730608185","1.35860238778915","TAMPINES ST 71, 520710"
"404","kml_404","Healthway Medical","120443","103.764010395269","1.31421051604588","CLEMENTI AVENUE 3, 120443"
"405","kml_405","Healthway Medical","757713","103.819502127479","1.44819535415187","SEMBAWANG DRIVE, 757713"
"406","kml_406","Healthway Medical","650153","103.744276460475","1.34747947809009","BUKIT BATOK ST 11, 650153"
"407","kml_407","Healthway Medical","730717","103.799494171179","1.44087378957359","WOODLANDS DRIVE 70, 730717"
"408","kml_408","Healthway Medical","560452","103.856200835268","1.36889751154086","ANG MO KIO AVE 10, 560452"
"409","kml_409","Healthwerkz Medical Centre (CCK)","680225","103.744889593655","1.38109065346169","CHOA CHU KANG CENTRAL, 680225"
"410","kml_410","Healthwerkz medical centre @ orchard","228210","103.832128173794","1.3065470470191","SCOTTS ROAD, 228210"
"411","kml_411","Heartland Family Clinic","763333","103.845790190573","1.43188998725882","YISHUN STREET 31, 763333"
"412","kml_412","HeartlandHealth","320087","103.855735558254","1.32328917056723","WHAMPOA DRIVE, 320087"
"413","kml_413","Hill Spring Medical","577552","103.829175553654","1.37154719878388","JALAN LEBAN, 577552"
"414","kml_414","Hisemainn Medical Clinic (Bukit Batok)","654289","103.759431387572","1.34417029371853","BUKIT BATOK ST 25, 654289"
"415","kml_415","Hisemainn Medical Clinic (Jurong West)","640276","103.703725312401","1.35361178019917","JURONG WEST ST 25, 640276"
"416","kml_416","Horizon Medical Centre","574424","103.836053648693","1.35184499139998","Upper Thomson Road, 574424"
"417","kml_417","LIFELINE BISHAN MEDICAL CLINIC","570501","103.84907733333","1.34841689766538","BISHAN ST 11, 570501"
"418","kml_418","LIFELINE BUKIT PANJANG MEDICAL CLINIC","670103","103.768538441068","1.37867070866309","GANGSA ROAD, 670103"
"419","kml_419","LIFELINE MEDICAL CENTRE","120710","103.761518107763","1.30628911897632","CLEMENTI WEST ST 2, 120710"
"420","kml_420","LIFELINE MEDICAL GROUP","540118","103.901841043722","1.38533736141014","RIVERVALE DRIVE, 540118"
"421","kml_421","LIFELINE NEIGHBOURHOOD MEDICAL CLINIC","650280","103.757044584459","1.3477014777938","BUKIT BATOK EAST AVE 3, 650280"
"422","kml_422","LIFELINE PUNGGOL MEDICAL CLINIC PTE LTD","820198","103.906402433947","1.39946295696544","PUNGGOL FIELD, 820198"
"423","kml_423","LIFELINE YISHUN RING MEDICAL CLINIC","760846","103.834641578841","1.41678634673088","YISHUN RING ROAD, 760846"
"424","kml_424","LIFELINK SN CLINIC & SURGERY","550153","103.872312298307","1.36995099695439","Serangoon North Avenue 1, 550153"
"425","kml_425","LILY AW PASIR RIS FAMILY CLINIC & SURGERY","510446","103.957726864829","1.37030619330386","PASIR RIS DR 6, 510446"
"426","kml_426","LIM CLINIC & SURGERY","461020","103.922885287164","1.32627271273425","CHAI CHEE ROAD, 461020"
"427","kml_427","LIM CLINIC & SURGERY","310109","103.846202461177","1.34123727109327","TOA PAYOH LOR 1, 310109"
"428","kml_428","LIM COUNTRY CLINIC","530208","103.886636110951","1.35869679921108","HOUGANG ST 21, 530208"
"429","kml_429","LIN & SONS CLINIC & SURGERY PTE LTD","680018","103.754071399254","1.37829768774576","TECK WHYE LANE, 680018"
"430","kml_430","LIVEWELL MEDICAL FAMILY CLINIC","329984","103.846554377717","1.3269450448725","AH HOOD ROAD, 329984"
"431","kml_431","LO & LEE CLINIC & SURGERY","530134","103.886509353222","1.35046468301438","LORONG AH SOO, 530134"
"432","kml_432","LOH CLINIC","380045","103.878442674599","1.31733721507169","SIMS DR, 380045"
"433","kml_433","LOI+WONG CLINIC & SURGERY","640492","103.725180466271","1.34994543580238","JURONG WEST ST 41, 640492"
"434","kml_434","LONDON (MH) CLINIC & SURGERY","530104","103.890318475998","1.35478438650586","HOUGANG AVE 1, 530104"
"435","kml_435","LOW & LEE CLINIC & SURGERY","460055","103.919015572902","1.32684846987483","CHAI CHEE DR, 460055"
"436","kml_436","LOW MEDICAL CLINIC","330067","103.869336175072","1.3213944644766","KALLANG BAHRU, 330067"
"437","kml_437","LUM CLINIC & SURGERY","090109","103.825310761058","1.27392939913176","BUKIT PURMEI RD, 090109"
"438","kml_438","LUSUMU Family Clinic","460530","103.927020293721","1.33371332045971","Bedok North St 3, 460530"
"439","kml_439","Lakeside Family Medicine Clinic","641518","103.71885762802","1.34513828527898","JURONG WEST STREET 52, 641518"
"440","kml_440","Lee Respiratory and Sleep Clinic","574623","103.837601167324","1.34182282585918","THOMSON ROAD, 574623"
"441","kml_441","Lian Clinic","730018","103.777861242043","1.44341700675837","Marsiling Lane, 730018"
"442","kml_442","Lifescan Medical Centre","238859","103.835857545111","1.30387230856356","ORCHARD ROAD, 238859"
"443","kml_443","Lily Neo Clinic Pte Ltd","329565","103.843252763122","1.32047597480701","IRRAWADDY ROAD, 329565"
"444","kml_444","Lim Clinic","560446","103.855357145899","1.36776095160051","ANG MO KIO AVE10, 560446"
"445","kml_445","Hua Mei Clinic","168730","103.828093503377","1.28629937149605","TIONG BAHRU ROAD, 168730"
"446","kml_446","I-HEALTH MEDICAL CLINIC","330030","103.864049815076","1.31930336749337","BENDEMEER ROAD, 330030"
"447","kml_447","ICON MEDICAL CLINIC","640517","103.71972430603","1.34584959191131","JURONG WEST ST 52, 640517"
"448","kml_448","IDOC CLINIC (HONG KAH) PTE LTD","640502","103.718334683532","1.3505012764805","JURONG WEST AVENUE 1, 640502"
"449","kml_449","INTEMEDICAL 24 HOUR CLINIC","560525","103.853976743936","1.37262666866782","ANG MO KIO AVENUE 10, 560525"
"450","kml_450","ISLAND FAMILY CLINIC (ANCHORVALE)","540338","103.889653919266","1.39922857033118","ANCHORVALE CRESCENT, 540338"
"451","kml_451","ISLAND FAMILY CLINIC (FERNVALE)","791473","103.881232764558","1.39785974899126","FERNVALE STREET, 791473"
"452","kml_452","ISLAND FAMILY CLINIC (KEAT HONG)","680803","103.742759621795","1.37415533414763","KEAT HONG CLOSE, 680803"
"453","kml_453","Integrated Wellness Clinic","307470","103.844782386419","1.32003005040623","SINARAN DRIVE, 307470"
"454","kml_454","Island Family Clinic & Endoscopy Centre","540338","103.889653919266","1.39922857033118","ANCHORVALE CRESCENT, 540338"
"455","kml_455","Island Family Clinic (Bedok)","470763","103.93483060668","1.33607209518397","BEDOK RESERVOIR VIEW, 470763"
